_id,assessmentYear,ruleTemplate,status,name,section,residentStatus,assesseeType,propValue,loanValue,maxDeduction
80EE_1,2017,80EE,active,Interest Paid on 1st Home Loan,80EE,Resident,Individual,500000,3500000,"50,000"
